domain,credibility_rating,tranco_ranking,political_leaning
placesjournal.org,0.871165064239559,71491,left
cbs7.com,0.7020782514485601,71572,right
thelibertarianrepublic.com,0.7977048435302121,71585,right
ashasexualhealth.org,0.57194619974825,71691,left
labourlist.org,0.623381208979617,71714,left
ukdefencejournal.org.uk,0.692391064855794,71741,right
thefirstnews.com,0.57108633245108,71819,left
positivr.fr,0.609340999307784,71872,left
yourerie.com,0.7041280392354708,71942,left
infotel.ca,0.609340999307784,72094,left
examiner-enterprise.com,0.5681657733659661,72158,right
responsibletechnology.org,0.255543559363484,72162,left
tucsonnewsnow.com,0.817410065460501,72195,right
bdtonline.com,0.5933194292051371,72212,right
hilltimes.com,0.7252841618544659,72248,left
halturnerradioshow.com,0.2053220102233089,72311,right
nationalgeographic.fr,0.780898147589284,72334,left
myarklamiss.com,0.623381208979617,72421,right
canadians.org,0.7996498537806059,72427,left
intellectualtakeout.org,0.625615050791947,72449,right
blackagendareport.com,0.361401678732144,72524,left
guelphmercury.com,0.681699561503127,72735,left
fr24news.com,0.396847757820255,72756,right
kaaltv.com,0.629958582225415,72761,left
wtmj.com,0.57194619974825,72883,right
mosaicscience.com,0.861601738612092,72897,left
sentinelcolorado.com,0.601952330135495,72958,left
on3.com,0.5186563851016389,72993,right
dailyexpose.co.uk,0.218787464223012,73143,right
comicsands.com,0.554823087534595,73176,left
niskanencenter.org,0.93233933163646,73201,left
creativedestructionmedia.com,0.516277007478695,73222,right
bemidjipioneer.com,0.7252841618544659,73240,left
redpepper.org.uk,0.6061161139246519,73304,left
hamhigh.co.uk,0.57108633245108,73336,left
kswo.com,0.6345335658692839,73508,left
kalb.com,0.704083211754441,73551,right
aptnnews.ca,0.840252665247437,73608,left
pulsetoday.co.uk,0.7181200122429459,73663,left
sudbury.com,0.594595975293141,73664,left
adirondackdailyenterprise.com,0.541678915519192,73693,left
minotdailynews.com,0.5088297191897241,73746,right
numbersusa.com,0.691667425256357,73751,right
christianscience.com,0.211583854664934,73847,left
ktxs.com,0.7212229750141379,73894,right
thisweeknews.com,0.5784552586259871,74190,right
positive.news,0.817161655737761,74253,left
whig.com,0.7438069875084441,74258,right
wrde.com,0.763455212553626,74374,left
rightwingnews.com,0.235355269400232,74507,right
timesherald.com,0.5866832062765079,74684,left
baptistpress.com,0.6959255947841221,74725,right
universityhealthnews.com,0.637521743290396,74729,right
cheknews.ca,0.7345122379626171,74774,left
stargazette.com,0.712134965342414,74826,left
tenthamendmentcenter.com,0.5892049029386539,74924,right
thedickinsonpress.com,0.501976520772685,74981,left
columbustelegram.com,0.706295291718249,75015,right
azmirror.com,0.485800574122556,75409,left
daily-sun.com,0.226702404251361,75485,right
cbs19news.com,0.537093408767606,75500,left
theantimedia.org,0.4311907306812021,75510,left
kotatv.com,0.507026243676643,75788,left
amestrib.com,0.7400336298853559,75822,left
harvardpolitics.com,0.889330457415676,75828,left
electoral-vote.com,0.678806012161343,75867,left
who13.com,0.672264780593946,75952,left
thetowntalk.com,0.879334607656032,76074,right
timesreporter.com,0.740349110900229,76106,right
formiche.net,0.4857527466262029,76123,left
nomorefakenews.com,0.180653021312018,76144,right
chch.com,0.597377859295739,76272,left
miltonkeynes.co.uk,0.658442191238922,76285,left
mediashift.org,0.8544174696101551,76464,left
davidwolfe.com,0.197927783468443,76737,left
kfdm.com,0.591987551494479,76744,right
independentaustralia.net,0.8416665441500201,76750,left
huffpostmaghreb.com,0.501996362820317,76935,left
thesaker.is,0.370920390699085,77097,right
hickoryrecord.com,0.7039186933856809,77201,right
americasvoice.news,0.486253357803564,77202,right
thenewsherald.com,0.552734415457161,77251,left
thehighwire.com,0.156162481417743,77254,right
texasnewstoday.com,0.7419121989033242,77324,right
emptywheel.net,0.736742413599917,77417,left
texasstandard.org,0.871165064239559,77500,left
burlingtoncountytimes.com,0.7805700951546429,77547,left
newmatilda.com,0.790099195850157,77581,left
cw39.com,0.8046735572981429,77672,left
heraldandnews.com,0.664568690593825,77706,left
commdiginews.com,0.457801240867433,77815,right
livenewsnow.com,0.43490855845724,77913,left
mississauga.com,0.717076812957865,77927,left
sfbayview.com,0.6230041736707099,77933,left
ire.org,0.910055955606308,77936,left
krcgtv.com,0.5634913182539301,77944,left
crimethinc.com,0.6431461058751999,78098,left
myhighplains.com,0.684878389271006,78214,right
campaignforliberty.org,0.738815641719563,78266,right
eveningnews24.co.uk,0.5022169825499481,78271,left
state-journal.com,0.6017606430568829,78273,left
americaoutloud.com,0.5659651002674411,78313,right
durhamregion.com,0.76033164404091,78400,right
themaven.net,0.590641602112286,78637,right
private-eye.co.uk,0.400475341957329,78701,left
saraacarter.com,0.436144337268981,78710,right
icrw.org,0.7912300280333041,78809,left
returnofkings.com,0.447719534050655,78811,right
precisionvaccinations.com,0.8403174597393241,78826,right
fox46charlotte.com,0.5866832062765079,78927,right
monroenews.com,0.685403029406808,79081,left
mercatornet.com,0.487544462961679,79206,right
alreporter.com,0.871165064239559,79234,left
journal-news.net,0.7876231724750121,79306,right
ifpnews.com,0.8014014661064641,79447,left
beloitdailynews.com,0.64280305900301,79477,left
wxow.com,0.516183984046244,79539,left
princegeorgecitizen.com,0.560443357172838,79557,left
fox46.com,0.672264780593946,79737,right
kelownanow.com,0.693513233777899,79841,left
geoengineeringwatch.org,0.057482507650514,79858,right
wdel.com,0.512062357819041,79886,left
koamnewsnow.com,0.855559292722896,79948,right
wyomingnewsnow.tv,0.906890734326071,79997,right
mediamass.net,0.197110576231087,80001,left
wpln.org,0.7066669906732309,80048,left
chippewa.com,0.478196560173365,80059,left
eutimes.net,0.295191309080257,80071,right
dailyyonder.com,0.691030700366875,80075,left
times-news.com,0.601952330135495,80283,left
keyc.com,0.6269387897802939,80381,right
thehardtimes.net,0.3827675749506471,80439,left
scoopnest.com,0.827320804907715,80467,left
bigcountryhomepage.com,0.701212083605117,80471,right
wfxrtv.com,0.578461634386328,80522,left
kveller.com,0.617675703326665,80559,left
times-herald.com,0.512144769667757,80623,right
legalnewsline.com,0.5431851836442949,80811,left
gazette-news.co.uk,0.6707828900275289,80842,left
messenger-inquirer.com,0.57108633245108,80980,right
sociable.co,0.871165064239559,80993,left
thesaturdaypaper.com.au,0.800759556028364,81015,left
thesunmagazine.org,0.775429000335308,81060,left
angusreid.org,0.824123002582032,81064,left
realfarmacy.com,0.151474133434834,81162,right
rstreet.org,0.7996498537806059,81193,right
businessobserverfl.com,0.7958551439634359,81252,right
vaccineimpact.com,0.151269473665017,81361,right
wgem.com,0.727136794857424,81400,left
ipswichstar.co.uk,0.7852008462245359,81712,left
healthfeedback.org,0.917500628260245,82085,left
norfolkdailynews.com,0.8790153405414041,82121,right
faithwire.com,0.5814858322954879,82256,right
euromaidanpress.com,0.801938042597468,82281,left
nonpareilonline.com,0.5875163892728621,82337,right
floridanewstimes.com,0.700323688913669,82371,left
myfox28columbus.com,0.546185208330786,82433,left
newschief.com,0.6096500562769029,82503,right
tennesseestar.com,0.4389110162757871,82532,right
tribtown.com,0.610541677778494,82567,left
leftfootforward.org,0.6674053007176229,82612,left
thecommonsenseshow.com,0.125581250305294,82654,right
autisticadvocacy.org,0.901560475894226,82724,left
reflector.com,0.578461634386328,82791,left
sgtreport.com,0.234828184284706,82869,right
usawatchdog.com,0.16550066313653,83277,right
usuncut.com,0.480851245944638,83440,left
libertarianism.org,0.775429000335308,83615,right
good4utah.com,0.769936078455424,83621,right
intellihub.com,0.331219622729229,83775,right
gadsdentimes.com,0.6096500562769029,83813,right
wach.com,0.7012163537693811,83855,right
dailysceptic.org,0.546649792108283,83917,right
erlc.com,0.5138346853429641,83938,right
politi.co,0.708311361394255,84096,left
nbc16.com,0.6337239254923841,84156,left
truepundit.com,0.107268313594115,84300,right
mitchellrepublic.com,0.556639624725724,84343,right
startsat60.com,0.6745187076423721,84398,left
watchers.news,0.8049828268163249,84465,left
lompocrecord.com,0.871165064239559,84473,left
themoderatevoice.com,0.799613948272506,84480,left
godanriver.com,0.5817325606550121,84495,left
borderreport.com,0.7494767067062329,84709,left
fdlreporter.com,0.642944173256451,84713,right
wmdt.com,0.602914694779855,84817,right
themorningsun.com,0.636394911227421,84826,left
principia-scientific.com,0.356174490924962,84850,right
shoebat.com,0.0886084846223804,84982,right
ksfy.com,0.594595975293141,85058,right
independentsentinel.com,0.2624325106638769,85288,right
obj.ca,0.668463260544167,85663,left
worldtruth.tv,0.017643643892146,85707,right
heraldstandard.com,0.5186563851016389,85812,right
northantstelegraph.co.uk,0.5707801115888901,85862,left
thedailyjournal.com,0.7121344907533359,85883,left
catchnews.com,0.820285539785852,85914,left
baptistnews.com,0.759083375204004,85954,left
kxlh.com,0.61971234381701,85970,left
adfontesmedia.com,0.709034129753978,85999,left
larouchepac.com,0.198124602372848,86002,right
chroniclet.com,0.7020782514485601,86040,left
toddstarnes.com,0.38550572303315,86072,right
redice.tv,0.200657482540789,86095,right
wdtv.com,0.8018278263856969,86120,left
gop.gov,0.298966514107487,86250,right
fox47news.com,0.735170372614168,86288,left
freedomoutpost.com,0.2798446043980711,86588,right
knbr.com,0.625115184961301,86595,left
openvaers.com,0.662620768462888,86681,right
warroom.org,0.279425194885618,86690,right
kinston.com,0.666432192895749,86791,left
instinctmagazine.com,0.674680759266083,86798,left
sheboyganpress.com,0.682329242804467,86830,left
news-sentinel.com,0.762765344566223,87051,right
dailyjournalonline.com,0.8548097186378241,87104,right
ihr.org,0.200102313599961,87242,left
popular.info,0.630864163151725,87388,left
chillicothegazette.com,0.594963841169782,87497,right
wgxa.tv,0.6973248025209461,87530,right
ldnews.com,0.905833875771101,87554,right
texomashomepage.com,0.740970240212045,87622,right
moneyandmarkets.com,0.489576283171262,87645,right
gopusa.com,0.6530684116410319,87663,right
capitalresearch.org,0.461478505163721,87704,right
tauntongazette.com,0.6961125296866539,87715,left
wallstreetonparade.com,0.53443575184258,87786,left
libertyunyielding.com,0.646534361639789,87790,right
aldianews.com,0.561819129696806,87913,left
richmond-news.com,0.575346652528343,87922,left
winchesterstar.com,0.7676598771950841,87960,right
kokomotribune.com,0.7066669906732309,88012,right
trunews.com,0.148220512170358,88085,right
jamestownsun.com,0.57194619974825,88304,right
bordermail.com.au,0.5598268861736829,88330,left
thenorthwestern.com,0.693855634168494,88544,right
lucianne.com,0.2621073622778781,88641,right
eveningtribune.com,0.642944173256451,88750,left
martinsvillebulletin.com,0.737298296294152,88769,right
inspiremore.com,0.61930929325953,88997,right
apost.com,0.295188567933851,89248,right
causeur.fr,0.5024424209069349,89250,left
newjerseyglobe.com,0.6471061389751861,89266,left
itsgoingdown.org,0.634141830619293,89347,left
surreynowleader.com,0.685403029406808,89411,left
defenddemocracy.org,0.646899124803908,89496,right
reseauinternational.net,0.303556790123943,89507,left
observertoday.com,0.628968433192729,89523,left
jg-tc.com,0.5261855467565161,89560,left
wearechange.org,0.214358641610838,89573,right
thegrowthop.com,0.623381208979617,89714,left
blabber.buzz,0.465941629214541,89724,right
thecipherbrief.com,0.905833875771101,89742,left
warringtonguardian.co.uk,0.812034913166648,89918,left
yaf.org,0.700465066013981,89955,right
kcna.kp,0.2218462780709389,89970,left
nbc24.com,0.711091152827009,90126,right
globalriskinsights.com,0.817161655737761,90160,left
feministfrequency.com,0.775429000335308,90176,left
riverbender.com,0.871165064239559,90224,right
the-daily-record.com,0.7452502446249731,90491,right
vosizneias.com,0.8630751881753841,90757,right
dearly.com,0.721111252287827,90803,right
protrumpnews.com,0.261072142286827,90806,right
wday.com,0.645947436896352,90973,right
nationalmemo.com,0.6355845307630339,91233,left
eurasiagroup.net,0.871165064239559,91285,left
breakpoint.org,0.252302672619558,91304,right
dallasvoice.com,0.7199837721720749,91308,left
wtap.com,0.717076812957865,91358,right
mypanhandle.com,0.499990288898758,91506,right
wvnstv.com,0.7066669906732309,91587,right
represent.us,0.7996498537806059,91589,left
chicagodefender.com,0.4866829178733689,91590,left
newportri.com,0.5992000734033829,91736,left
thehawkeye.com,0.6096500562769029,91755,left
iwf.org,0.622905906400679,91953,right
wigantoday.net,0.632224854317393,92263,right
abc7amarillo.com,0.666530729650961,92300,right
tricitynews.com,0.510208036380988,92307,left
theintell.com,0.517449981400759,92368,left
keprtv.com,0.625115184961301,92491,right
healthy-holistic-living.com,0.171653494614812,92704,right
fremonttribune.com,0.566361199291827,92828,right
fox21online.com,0.703035613392086,92847,left
cagw.org,0.6433573986398922,92934,right
ivn.us,0.8823585500315408,93120,left
asiasentinel.com,0.699413557211612,93269,left
sunshinestatenews.com,0.6336717417915461,93299,right
eveningtelegraph.co.uk,0.6269387897802939,93561,left
ourquadcities.com,0.692834441029865,93586,left
economicpolicyjournal.com,0.6431461058751999,93607,right
chicagoreporter.com,0.709094978434812,93667,left
halifaxcourier.co.uk,0.5076900297931359,93763,left
metabunk.org,0.861807558175919,93948,left
harpersbazaar.com.au,0.674648339097844,93957,left
ctj.org,0.7738428495632359,94023,left
kobi5.com,0.7796168019349431,94033,left
thedailybell.com,0.220144495464755,94195,right
ageofautism.com,0.301139779904117,94416,right
latinorebels.com,0.6477193069147729,94430,left
thedesertreview.com,0.450922688828377,94462,right
columbiadailyherald.com,0.8184371477323241,94810,right
kmvt.com,0.688983387277994,94858,left
thereporteronline.com,0.700859660706905,94886,left
fascrs.org,0.6571975742287889,94902,left
thedailysheeple.com,0.222754949052834,95017,right
ktvl.com,0.692713521339157,95141,left
conwaydailysun.com,0.623381208979617,95452,left
altnews.in,0.6979738917378462,95623,left
tnonline.com,0.775429000335308,95714,right
aikenstandard.com,0.763496529491881,95730,right
wfxg.com,0.609340999307784,95767,right
goshennews.com,0.769936078455424,95901,right
gaycitynews.com,0.6096500562769029,95994,left
angelusnews.com,0.592368853404979,96054,right
stardem.com,0.8790153405414041,96148,left
rinf.com,0.475066013636629,96329,left
fourstateshomepage.com,0.8957042239416179,96544,right
dcclothesline.com,0.154243582961425,96663,right
anh-usa.org,0.182199463384214,96836,left
mpnnow.com,0.728374094365039,96880,left
northcentralpa.com,0.5992000734033829,96882,left
nptelegraph.com,0.500851750373838,96915,right
cpac.ca,0.8576333052211271,96919,left
zanesvilletimesrecorder.com,0.506740881321915,96936,right
montgomerynews.com,0.578461634386328,97084,left
amac.us,0.458652962199397,97142,right
biologos.org,0.262105766764831,97236,right
unicornriot.ninja,0.621829619839636,97249,left
crimeonline.com,0.56384869038912,97293,left
muskogeephoenix.com,0.7041784950803749,97328,right
judithcurry.com,0.212697184219897,97514,right
week.com,0.5087092952962601,97548,right
renewamerica.com,0.310304421079677,97620,right
independentsciencenews.org,0.250747729088944,97639,left
shadowproof.com,0.660830961458643,97656,left
kslnewsradio.com,0.64280305900301,97976,left
ncpolicywatch.com,0.5468240306024771,97981,left
livingstondaily.com,0.6838197338693461,98104,right
lawofficer.com,0.708604683448302,98611,right
infogalactic.com,0.249654553943354,98622,right
theestablishment.co,0.532817847370555,98647,left
flkeysnews.com,0.623381208979617,98739,left
theheartysoul.com,0.286588314939784,98781,right
intelligentliving.co,0.657261177553656,98783,left
afrotech.com,0.570541538679621,98819,left
silverdoctors.com,0.165140565523529,98887,right
icenews.is,0.8062982848357808,98988,left
indexjournal.com,0.7805678178354121,98994,right
staffordshire-live.co.uk,0.692391064855794,99021,left
thenarwhal.ca,0.64280305900301,99224,left
lethbridgeherald.com,0.7996498537806059,99227,left
vocm.com,0.491214532387437,99256,left
htrnews.com,0.6311847847584339,99310,left
wvva.com,0.5709863123670861,99320,left
scallywagandvagabond.com,0.6732546013137559,99450,left
maplight.org,0.7996498537806059,99557,left
yournews.com,0.218392193555496,99652,right
khqa.com,0.8019268445906659,99840,right
washingtoninformer.com,0.595612951025109,99871,left
notrickszone.com,0.198821041280034,99954,right
charlottestories.com,0.6616887808343921,100036,right
romesentinel.com,0.5017648564421779,100124,right
kion546.com,0.672490430305278,100316,left
oathkeepers.org,0.199250892452131,100423,right
galesburg.com,0.6959255947841221,100439,right
kamloopsthisweek.com,0.5992000734033829,100459,left
djc.com,0.736519013097731,100503,left
eppc.org,0.8416665441500201,100622,right
homelandsecuritynewswire.com,0.871165064239559,100681,right
faithit.com,0.285129543322062,100773,right
endtime.com,0.4798797314536911,100805,right
penncapital-star.com,0.656076564756288,100858,left
honestreporting.com,0.7774733790399151,100905,right
cfact.org,0.0914843426995647,100975,right
eminetra.com,0.485108242582515,100982,left
healthing.ca,0.7227713645140369,101041,left
piquenewsmagazine.com,0.6788832146237281,101087,left
rollingstone.it,0.703923798311621,101223,left
miningjournal.net,0.7183533128854319,101263,left
mtshastanews.com,0.694949714008072,101388,left
americanaffairsjournal.org,0.7912300280333041,101392,left
issuesinsights.com,0.589674107067996,101493,right
biocentury.com,0.6706602379056159,101542,left
blacknews.com,0.262624980707126,101576,left
newspress.com,0.437174455178945,101620,right
tribunemag.co.uk,0.6847433544320561,102020,left
christiannews.net,0.594963841169782,102113,right
wpta21.com,0.6272133707082039,102220,right
dailytribune.com,0.660146574775657,102232,left
dailyamerican.com,0.5503299277298679,102266,right
laconiadailysun.com,0.884015020873307,102408,left
purdueexponent.org,0.7461731235339829,102416,right
thefencepost.com,0.693590529937674,102476,right
wataugademocrat.com,0.6657607757283129,102512,right
marylandmatters.org,0.531049192335954,102539,left
neworleanscitybusiness.com,0.6430315416748921,102576,right
clashdaily.com,0.2314627891319869,102629,right
thetexan.news,0.710380260332365,102638,right
thevarsity.ca,0.868926676676413,102743,left
thelibertybeacon.com,0.125581250305294,102911,right
gnews.org,0.18930777672952,103052,right
uft.org,0.816946216297037,103105,left
wallbuilders.com,0.249654553943354,103219,right
brantfordexpositor.ca,0.512144769667757,103278,left
sooeveningnews.com,0.666530729650961,103802,left
yourobserver.com,0.6959421303936272,103845,right
medicalmedium.com,0.177688101857909,103889,left
morningsun.net,0.664764782140899,103895,right
apg-wi.com,0.7482577767862258,103905,left
lincolnproject.us,0.7288142495612758,103989,left
anonhq.com,0.1898865248942549,104139,left
baytoday.ca,0.759574443085649,104211,right
marklevinshow.com,0.6569405838201129,104334,right
gal-dem.com,0.516183984046244,104414,left
daily-chronicle.com,0.871165064239559,104446,left
newhumanist.org.uk,0.8374722214530159,104662,left
countable.us,0.871165064239559,104709,left
niagarafallsreview.ca,0.725023615351311,104792,left
theorganicprepper.com,0.3044169485879149,104804,right
keysnews.com,0.6959255947841221,104807,left
natchezdemocrat.com,0.585418444597372,104873,right
ground.news,0.7671438009675,104939,right
report24.news,0.471022507182815,104950,right
insideover.com,0.6732546013137559,104973,right
hanfordsentinel.com,0.881793053374116,105017,right
standpointmag.co.uk,0.463166202184203,105277,left
quadrant.org.au,0.5492273985960909,105314,right
record-courier.com,0.7250081951432991,105327,left
bramptonguardian.com,0.8898193002933359,105466,right
thechurchnews.com,0.6310319228521669,105557,right
acpeds.org,0.199250892452131,105560,right
30millionsdamis.fr,0.535061261453827,105566,left
mychamplainvalley.com,0.5100037771138429,105686,left
oftwominds.com,0.230633804308362,105704,right
wikispooks.com,0.213017293256714,105766,right
newschannel6now.com,0.654560634148503,106032,right
hngnews.com,0.692391064855794,106060,left
sbgi.net,0.613601275347775,106186,left
derryjournal.com,0.635243287256447,106283,left
dnews.com,0.664577693294903,106326,left
19fortyfive.com,0.645551477959822,106346,right
niagarathisweek.com,0.6272133707082039,106390,left
nflspinzone.com,0.592368853404979,106403,right
kimatv.com,0.616360714619542,106430,left
dailyindependent.com,0.6819253059378411,106516,right
occupydemocrats.com,0.1756328938713099,106641,left
iotwreport.com,0.65753284443963,106748,right
timesrepublican.com,0.5709863123670861,106757,left
legorafi.fr,0.445775894839608,106811,left
kgns.tv,0.745946183671792,106848,right
doncasterfreepress.co.uk,0.560443357172838,106858,left
elitereaders.com,0.6347850129789879,106898,left
allnewspipeline.com,0.129014666189983,107009,right
lanuovabq.it,0.5597200397795059,107036,right
wflx.com,0.7160037178334041,107056,left
theadvocates.org,0.7774733790399151,107158,right
mariettatimes.com,0.894977975771641,107298,left
insauga.com,0.502668657119044,107514,left
ncse.ngo,0.709042344576665,107526,left
mydaytondailynews.com,0.762765344566223,107696,right
pamelageller.com,0.2164055007987769,107819,right
concernedwomen.org,0.240975777627046,107944,right
tokenist.com,0.6734107989332769,107963,right
fromthetrenchesworldreport.com,0.198124602372848,107994,right
boomlive.in,0.637899100515853,108104,left
sickchirpse.com,0.211175180213264,108243,left
hillreporter.com,0.626654347976592,108318,left
forbiddenknowledgetv.net,0.361771039593586,108351,right
accesswdun.com,0.64280305900301,108577,right
americanpress.com,0.613283742491838,108662,right
rsbnetwork.com,0.227252888499674,108663,right
newscenter1.tv,0.6838939459955611,108712,left
truthrevolt.org,0.6442632472931761,108781,right
hartlepoolmail.co.uk,0.590566901769865,108822,right
higherperspectives.com,0.240642549259844,108980,left
indypendent.org,0.69487748697099,108992,left
columbusalive.com,0.7306185136519571,109035,left
texashillcountry.com,0.5432999200033879,109099,right
wtok.com,0.9262246061897408,109152,left
theobserver.ca,0.64474195439436,109197,left
sharonherald.com,0.661252002660408,109564,left
stepfeed.com,0.699413557211612,109605,left
asianjournal.com,0.5181862523685511,109786,left
burnabynow.com,0.6291695611217409,109798,left
independenttribune.com,0.6954352143786571,110056,right
publicopiniononline.com,0.771817170955313,110076,right
lockhaven.com,0.602914694779855,110393,right
blackburnnews.com,0.6269387897802939,110499,left
areomagazine.com,0.8319724848368871,110633,left
wearemitu.com,0.815809170397207,110732,left
flagandcross.com,0.263061962521968,110771,right
dollarvigilante.com,0.509767742784622,110860,right
statesville.com,0.839743578127871,110909,right
gponline.com,0.6586760594844,110910,left
friatider.se,0.227252888499674,110937,right
tahlequahdailypress.com,0.5866832062765079,111038,left
marionstar.com,0.696433771726972,111153,left
lenconnect.com,0.696433771726972,111293,right
ipi.media,0.7369745431678951,111492,left
conservativetribune.com,0.5414954253338979,111603,right
secondnexus.com,0.460612497703407,111817,left
lovebscott.com,0.814498454489221,111935,left
navajotimes.com,0.512062357819041,112354,left
deadstate.org,0.569610523720532,112397,left
naturalblaze.com,0.22719579301307,112436,right
carolinajournal.com,0.55161802483605,112762,right
nvdaily.com,0.602914694779855,112778,right
mikehuckabee.com,0.450186169514341,112812,right
funker530.com,0.3627013048911229,112914,right
tvasports.ca,0.502439157653808,112958,left
theitem.com,0.7918419600299641,113188,right
itemlive.com,0.625115184961301,113503,left
ukiahdailyjournal.com,0.516183984046244,113632,left
baxterbulletin.com,0.862356607937521,113750,right
resistthemainstream.org,0.416447585687876,113872,right
jbs.org,0.305578204723549,114105,right
meadvilletribune.com,0.8141367615860291,114213,left
mtairynews.com,0.6964410859141321,114288,right
sdcitybeat.com,0.712281120939592,114290,left
fwweekly.com,0.841321722825666,114307,right
survivalblog.com,0.235355269400232,114325,right
georgetakei.com,0.7459844026228609,114398,left
abbynews.com,0.69638636828563,114454,left
uncoverdc.com,0.353552788849351,114599,right
ohiocapitaljournal.com,0.7088865369024009,114685,left
teaparty.org,0.165730757336703,114877,right
heraldpalladium.com,0.5707801115888901,115122,left
influencewatch.org,0.646899124803908,115546,right
tvw.org,0.90196608462966,115553,left
eluxemagazine.com,0.182637612803116,115568,left
stateofthenation.co,0.18930777672952,115726,right
freepress.org,0.5128976128938211,115984,left
pal-item.com,0.66585734083604,116110,right
drnorthrup.com,0.637607674495005,116228,left
salina.com,0.702479866002918,116240,right
ncnewsonline.com,0.8433743168037371,116267,left
messengernews.net,0.692391064855794,116358,right
capitalandmain.com,0.6559184685668961,116849,left
mywabashvalley.com,0.582096887748166,117044,right
healthyandnaturalworld.com,0.251393269353871,117110,right
willistonherald.com,0.56384869038912,117193,right
voicesofyouth.org,0.717432843426914,117234,left
msnewsnow.com,0.768853057630876,117270,left
in5d.com,0.246325520945605,117498,left
thespoof.com,0.537952976288792,117547,left
guidelive.com,0.7805678178354121,117721,right
trofire.com,0.438762793330326,117777,left
wellandtribune.ca,0.7400336298853559,117789,left
albertleatribune.com,0.623319836726915,117893,left
leaderlive.co.uk,0.693590529937674,117951,left
newsthump.com,0.537952976288792,118001,left
davidstockmanscontracorner.com,0.604150005779013,118092,right
carrollcountytimes.com,0.6959255947841221,118374,right
dailypress.net,0.602914694779855,118443,left
austindailyherald.com,0.841321722825666,118576,left
returntonow.net,0.232004637053049,118833,left
thecourier.com,0.65898792778267,118834,right
nbc11news.com,0.8911141075109631,118865,right
panews.com,0.715207439026081,118875,right
djhjmedia.com,0.129014666189983,118989,right
ancient-code.com,0.1685967196934859,119087,left
yaktrinews.com,0.589428707336115,119155,left
capjournal.com,0.64280305900301,119309,right
healthyfoodhouse.com,0.174128271303699,119350,left
tbnewswatch.com,0.815375708363654,119439,left
starexponent.com,0.6600765443899119,119455,left
freedomsphoenix.com,0.219671209377443,119509,right
morganton.com,0.623828961801866,119581,right
dutchreview.com,0.806217929524971,119702,left
healthnutnews.com,0.151020321006386,119772,right
homernews.com,0.5866832062765079,119784,left
vt.co,0.534931170205694,119903,left
spokesman-recorder.com,0.645891002852989,119905,left
dglobe.com,0.626967514203182,119935,left
mainlinemedianews.com,0.7748865299355491,120075,left
skepchick.org,0.6442632472931761,120189,left
ktvo.com,0.517449981400759,120233,left
agdaily.com,0.871165064239559,120291,right
libertynation.com,0.424628153022488,120330,right
lozierinstitute.org,0.634141830619293,120518,right
starbeacon.com,0.623120453973242,120562,left
didyouknowfacts.com,0.6957334614762671,120613,left
derbyshiretimes.co.uk,0.546185208330786,120660,left
nugget.ca,0.5615179927380589,120683,left
ngo-monitor.org,0.4497193005734461,120684,right
indeonline.com,0.7076768020323929,120855,right
multiplesclerosisnewstoday.com,0.57152549470152,120930,left
theeventchronicle.com,0.199000633249551,121156,right
lidblog.com,0.6279178244087441,121579,right
sequimgazette.com,0.56284217874852,121597,left
cw33.com,0.69806557642282,121668,left
hayspost.com,0.664764782140899,121782,right
sierrasun.com,0.594595975293141,122380,left
lancastereaglegazette.com,0.6964410859141321,122387,right
thejewishvoice.com,0.331731272523896,122448,right
anthropocenemagazine.org,0.8317907839290201,122450,left
hoopshabit.com,0.552649667527312,122585,left
reductress.com,0.5304502991341071,122604,left
voiceofeurope.com,0.24527651362289,122810,right
zcomm.org,0.5128976128938211,122820,left
dailyhealthpost.com,0.11865998656489,122907,right
somdnews.com,0.598909713642671,123046,left
mtdemocrat.com,0.7912300280333041,123276,left
brut.media,0.613631764388545,123385,left
romfordrecorder.co.uk,0.67541896578332,123529,left
anchoragepress.com,0.6550452909513,123643,left
wikiislam.net,0.345732076201383,124083,right
moonbattery.com,0.240975777627046,124166,right
crimeresearch.org,0.6247010511811372,124223,right
thepatriotjournal.com,0.5916433133935161,124573,right
inverness-courier.co.uk,0.6987998507243051,124590,left
dailyrecordnews.com,0.64280305900301,124733,left
pressandguide.com,0.7227604318519292,124741,left
telemundo47.com,0.668463260544167,124796,left
barenakedislam.com,0.2360416590464349,124928,right
richmondregister.com,0.6993762533607919,125041,right
canoncitydailyrecord.com,0.623381208979617,125212,right
athensnews.com,0.55039980061737,125282,left
eveningsun.com,0.552615688445823,125566,right
alt-market.com,0.259783682717,125676,right
elmundotoday.com,0.3570015313235971,126132,left
evonomics.com,0.646899124803908,126213,left
guelphtoday.com,0.664577693294903,126284,left
truththeory.com,0.6988246775425211,126517,left
joannenova.com.au,0.3864285423825321,126668,right
redbluffdailynews.com,0.5535295011598149,126681,left
countypress.co.uk,0.724728714667154,126731,left
wccbcharlotte.com,0.615096038916215,126808,right
leaderherald.com,0.7121344907533359,126912,right
conservativewoman.co.uk,0.454967779564117,126965,right
percolately.com,0.453801336079563,127184,left
financialbuzz.com,0.775341926717624,127215,right
ketk.com,0.7175461786563879,127433,right
thenews-messenger.com,0.6311847847584339,127524,right
sciencetrends.com,0.8132412603910559,127590,left
baystatebanner.com,0.6370969237231761,127857,left
militarist-monitor.org,0.718143338951136,127860,left
