domain,credibility_rating,tranco_ranking,political_leaning
fox40.com,0.57152549470152,16339,right
nottinghampost.com,0.683117340614217,16356,left
santacruzsentinel.com,0.6672344440756639,16357,left
todayifoundout.com,0.871165064239559,16360,left
lawandcrime.com,0.7733745640605558,16376,left
laprovence.com,0.5186563851016389,16378,left
dcist.com,0.843301206986885,16398,left
covidtracking.com,0.8790153405414041,16425,left
wishtv.com,0.7995464704062049,16437,right
greenmedinfo.com,0.373661844935053,16464,right
mintpressnews.com,0.494701551770883,16468,left
wsmv.com,0.509083333052541,16471,right
themarshallproject.org,0.906890734326071,16475,left
theday.com,0.8790153405414041,16492,left
marginalrevolution.com,0.8433743168037371,16507,left
concordmonitor.com,0.8790153405414041,16511,left
huffingtonpost.it,0.535860234651913,16514,left
news9.com,0.862514176441806,16516,right
littlethings.com,0.254744161661547,16517,right
greenvilleonline.com,0.90983069049736,16543,left
lansingstatejournal.com,0.905571729093681,16544,left
wattsupwiththat.com,0.215377071274077,16546,right
fullfact.org,0.8790153405414041,16556,left
jamestown.org,0.871165064239559,16587,left
caixinglobal.com,0.358778012947977,16592,left
warontherocks.com,0.8705867860609999,16647,left
agi.it,0.64280305900301,16655,left
abovetopsecret.com,0.197927783468443,16665,right
archaeology.org,0.888020359422725,16666,left
pjstar.com,0.905571729093681,16683,right
nation.africa,0.750313198308716,16688,left
stamfordadvocate.com,0.826712858792382,16719,left
thetyee.ca,0.782029965504892,16740,left
ktar.com,0.7514156335151809,16754,right
calmatters.org,0.689106568864864,16764,left
bakersfield.com,0.609340999307784,16777,left
veteranstoday.com,0.171653494614812,16800,right
marinij.com,0.726679117249758,16802,left
leprogres.fr,0.562398059016523,16806,left
nysun.com,0.6115777622548599,16834,right
kshb.com,0.6959255947841221,16886,right
dailyvoice.com,0.656543195194313,16899,left
nextavenue.org,0.777827174468062,16911,left
skepticalscience.com,0.909650346870873,16922,left
themighty.com,0.593345486105854,16975,left
cdt.org,0.871165064239559,16980,left
opednews.com,0.5913615489360939,16981,left
watoday.com.au,0.734647524062523,16989,left
hcn.org,0.826968224433268,16996,left
fox19.com,0.7164121836356311,17037,right
chatelaine.com,0.756243460663822,17057,left
katc.com,0.696433771726972,17071,right
narcity.com,0.55039980061737,17098,left
avert.org,0.668463260544167,17099,left
abc4.com,0.6616130772260971,17114,right
thetab.com,0.864176124892771,17137,left
mouthhealthy.org,0.6010947518731079,17146,right
i24news.tv,0.9118849478237622,17156,right
ketv.com,0.905571729093681,17160,right
savannahnow.com,0.81633964127538,17186,left
coloradoan.com,0.861881719955617,17201,left
lcsun-news.com,0.92624515412961,17202,left
prospectmagazine.co.uk,0.796667623537208,17210,left
cruxnow.com,0.516183984046244,17218,right
wtkr.com,0.540195469823282,17232,left
informationclearinghouse.info,0.221199107372636,17237,left
thejc.com,0.512144769667757,17240,left
ourmidland.com,0.642065433892354,17259,left
frankspeech.com,0.200102313599961,17299,right
knightfoundation.org,0.7996498537806059,17315,left
qctimes.com,0.881793053374116,17327,left
wfsb.com,0.619858391185572,17335,left
ktvb.com,0.6430315416748921,17361,left
heraldextra.com,0.506619353114729,17365,left
sciencesetavenir.fr,0.5782806901979449,17377,left
presstelegram.com,0.55039980061737,17384,left
timesleader.com,0.559234336331404,17387,left
saltwire.com,0.6892740906382849,17402,left
gainesville.com,0.8520040852728058,17420,left
navytimes.com,0.8518876595850541,17438,right
davidicke.com,0.0416143549077332,17504,right
southbendtribune.com,0.91841466496127,17517,left
kctv5.com,0.8776108731980931,17547,left
pnj.com,0.8790153405414041,17553,left
wafb.com,0.661368334637289,17571,left
cfo.com,0.650414221005779,17574,right
abc3340.com,0.6441585447529139,17586,right
wcax.com,0.8790153405414041,17594,left
mopo.de,0.7160037178334041,17604,left
cantonrep.com,0.64280305900301,17605,right
humanevents.com,0.5681421804955339,17621,right
wistv.com,0.7069381862191741,17627,right
wate.com,0.674172910366423,17650,right
climatechangenews.com,0.716629349292859,17699,left
nowtoronto.com,0.671936268771286,17703,left
heartland.org,0.227252888499674,17738,right
gatestoneinstitute.org,0.289780641543745,17747,right
dailyprogress.com,0.853352141188231,17764,left
examine.com,0.893273348374341,17813,left
vcstar.com,0.64280305900301,17827,left
jewishjournal.com,0.766195271452241,17870,left
abc30.com,0.6959421303936272,17887,left
michiganradio.org,0.5639578581236689,17893,left
breakingdefense.com,0.816946216297037,17910,left
wwlp.com,0.601952330135495,17948,left
montgomeryadvertiser.com,0.634321844425506,17965,left
earthjustice.org,0.8009909883047192,17987,left
hessenschau.de,0.8153839676302901,18003,left
napavalleyregister.com,0.85526214870134,18008,left
kob.com,0.762377581102117,18018,left
armeniasputnik.am,0.808219690410033,18059,left
rnd.de,0.567009747119912,18081,left
revealnews.org,0.8433743168037371,18085,left
mylondon.news,0.517221850950033,18093,left
freepress.net,0.718143338951136,18100,left
spectrumnews1.com,0.808174596935245,18134,left
ktvz.com,0.6381014734461601,18135,left
tvanouvelles.ca,0.663360133027922,18179,left
edp24.co.uk,0.701212083605117,18180,left
rbb24.de,0.5503299277298679,18185,left
miami.com,0.645891002852989,18192,left
aier.org,0.744867571982125,18207,right
wdsu.com,0.682329242804467,18227,left
bendbulletin.com,0.7716164991071509,18240,left
wave3.com,0.6337239254923841,18255,left
neurosciencenews.com,0.8564085340658679,18260,left
constative.com,0.7433195757918442,18274,left
freitag.de,0.6311847847584339,18276,left
electronicintifada.net,0.6825522585512871,18282,left
foodnavigator.com,0.680113669876932,18297,left
clark.com,0.7953475375145359,18298,right
nationalgeographic.co.uk,0.587259435084951,18299,left
oe24.at,0.655832271833148,18303,left
plymouthherald.co.uk,0.724571588272375,18318,left
ecfr.eu,0.7996498537806059,18353,left
grandforksherald.com,0.7209824002611558,18375,left
lifenews.com,0.192545226493423,18386,right
businessinsider.fr,0.552615688445823,18453,left
skepdic.com,0.902425550461335,18475,left
humanite.fr,0.552615688445823,18483,left
dailypost.co.uk,0.727136794857424,18536,left
pantagraph.com,0.826524890391898,18544,left
liberoquotidiano.it,0.748970628321409,18554,left
wgrz.com,0.526392793425667,18569,left
berlingske.dk,0.7409529868381449,18570,left
wivb.com,0.602914694779855,18574,left
modbee.com,0.8790153405414041,18597,left
cbs46.com,0.507584808893198,18602,left
coventrytelegraph.net,0.64280305900301,18605,left
thepostmillennial.com,0.600281819278464,18621,right
kentonline.co.uk,0.645891002852989,18644,left
mycentraljersey.com,0.861881719955617,18661,left
novinite.com,0.8371243466206629,18683,left
kidspot.com.au,0.6132207542869139,18711,right
asianews.it,0.518461274265087,18713,right
wisn.com,0.685403029406808,18718,left
babylonbee.com,0.3864610218289939,18747,right
consortiumnews.com,0.534805500550366,18758,left
recordonline.com,0.510208036380988,18771,left
citynews1130.com,0.84101232138613,18803,left
fox35orlando.com,0.854788060655499,18828,right
algemeiner.com,0.772922744600069,18830,right
rushlimbaugh.com,0.1604026172648519,18834,right
waz.de,0.6966432858827271,18852,left
news3lv.com,0.710718027314781,18859,left
capecodtimes.com,0.925960447501987,18901,left
kens5.com,0.594889248109946,18930,right
nwfdailynews.com,0.8705867860609999,18940,right
heraldonline.com,0.816946216297037,19010,left
lbc.co.uk,0.683048611806456,19029,left
workingmother.com,0.620572543637049,19043,left
idahostatejournal.com,0.8356499849086909,19066,left
fox32chicago.com,0.6068022920335079,19089,left
theargus.co.uk,0.609340999307784,19093,left
local12.com,0.5099410767494339,19116,right
hechingerreport.org,0.7072144472577049,19160,left
news10.com,0.552649667527312,19295,left
americanscientist.org,0.950370235542603,19297,left
vtdigger.org,0.7247006060722679,19375,left
wtae.com,0.8576333052211271,19384,left
fox17.com,0.700919224385714,19400,right
zdnet.fr,0.708171529937047,19422,left
coloradosun.com,0.84101232138613,19441,left
bio.org,0.909650346870873,19476,left
billmoyers.com,0.6361282176228901,19495,left
whio.com,0.6349153167919189,19516,right
citizen.co.za,0.828456548810681,19518,left
thelist.com,0.768390875827424,19546,left
wfmj.com,0.501976520772685,19548,left
mamamia.com.au,0.485857777458071,19549,left
airspacemag.com,0.950370235542603,19558,left
coronavirus.gov,0.871165064239559,19567,right
cnews.fr,0.6836191644111539,19576,left
memri.org,0.327161536192288,19595,right
sunjournal.com,0.7563042268568829,19609,left
rapidcityjournal.com,0.853761289080168,19656,left
wric.com,0.5592154377693239,19673,left
independent.com,0.853621469236173,19717,left
transequality.org,0.8416665441500201,19731,left
kcrg.com,0.757429812938029,19755,left
ljworld.com,0.512062357819041,19762,left
tmj4.com,0.719798163926061,19774,left
wsls.com,0.6269387897802939,19816,left
wyff4.com,0.6062155626968829,19827,right
fredericksburg.com,0.60442789268125,19836,left
floridapolitics.com,0.854788060655499,19857,left
cis.org,0.6381532487929621,19861,right
greensboro.com,0.7865046288668199,19865,left
thenorthernecho.co.uk,0.6550452909513,19888,left
lgbtqnation.com,0.5709179798795749,19926,left
centredaily.com,0.64280305900301,19942,left
aish.com,0.47152305537928,19944,right
msmagazine.com,0.646545980280769,19945,left
quillette.com,0.4301448382574221,19996,right
yalemedicine.org,0.6690838296130539,20012,left
capitalgazette.com,0.7814402834323421,20031,left
wkbw.com,0.517221850950033,20038,left
mother.ly,0.735170372614168,20040,left
greenbaypressgazette.com,0.905571729093681,20049,left
cbs12.com,0.8413078485782479,20053,left
theolympian.com,0.816946216297037,20077,left
armscontrol.org,0.868926676676413,20122,left
12news.com,0.8576333052211271,20130,right
sbsun.com,0.816946216297037,20134,left
actionnewsjax.com,0.897097342531927,20149,left
powerlineblog.com,0.440617250267606,20151,right
missingkids.org,0.657261177553656,20205,left
monthlyreview.org,0.509898043432392,20213,left
hiv.gov,0.549997161141727,20218,left
aceshowbiz.com,0.693461443695609,20225,left
eurasiareview.com,0.868926676676413,20232,left
crikey.com.au,0.699280513357864,20235,left
emirates247.com,0.358778012947977,20238,right
the-american-interest.com,0.842682066024823,20247,left
news-gazette.com,0.816946216297037,20263,left
newsone.com,0.6119624671419189,20302,left
studyfinds.org,0.692349471364451,20317,right
fox29.com,0.8576333052211271,20325,left
journalism.co.uk,0.645891002852989,20363,left
devonlive.com,0.6959255947841221,20377,left
signalscv.com,0.75897650461814,20401,right
nraila.org,0.589610663762406,20408,left
readingeagle.com,0.549836322293704,20410,left
phnompenhpost.com,0.638782337837307,20457,left
lubbockonline.com,0.81633964127538,20478,right
therepublic.com,0.925960447501987,20482,left
fraserinstitute.org,0.7187893300932621,20501,right
goerie.com,0.895609624018027,20505,left
wkrg.com,0.6765066191478829,20514,left
therecord.com,0.6964410859141321,20525,left
fox17online.com,0.6430315416748921,20529,right
macon.com,0.8790153405414041,20536,right
bismarcktribune.com,0.8543891838762729,20549,left
israel21c.org,0.73640348910128,20579,left
airforcetimes.com,0.854788060655499,20597,left
whnt.com,0.697932981558208,20607,right
ilmattino.it,0.6296705065282701,20627,left
nextshark.com,0.552734415457161,20656,left
atlantablackstar.com,0.81829978642398,20714,left
progressive.org,0.5645560044467379,20716,left
guardianlv.com,0.6433573986398922,20762,left
jewishpress.com,0.830609320891379,20764,right
13newsnow.com,0.724081167334288,20774,left
capradio.org,0.722189384455771,20775,left
tyla.com,0.7052963958789259,20799,left
panorama.it,0.4869839752993621,20832,left
stlpublicradio.org,0.645891002852989,20899,left
torontolife.com,0.6046714999499979,20920,left
technologynetworks.com,0.6964410859141321,20976,left
wbay.com,0.879334607656032,20983,left
banned.video,0.186020377139614,21012,right
rheumatology.org,0.6743723000199661,21016,left
newstimes.com,0.796667623537208,21020,left
abc27.com,0.6177822171613431,21027,right
thenewstack.io,0.636496089843082,21085,left
thebureauinvestigates.com,0.775429000335308,21087,left
them.us,0.6638538949283399,21096,left
francesoir.fr,0.3816940150186121,21103,right
rewirenewsgroup.com,0.59913583181015,21110,left
wzzm13.com,0.8019268445906659,21139,right
justthenews.com,0.5700532398725021,21143,right
yorkshireeveningpost.co.uk,0.629958582225415,21186,left
dissentmagazine.org,0.554039679095062,21195,left
tuscaloosanews.com,0.6427345460516539,21221,right
siouxcityjournal.com,0.8705867860609999,21238,left
hulldailymail.co.uk,0.685403029406808,21253,left
onlineathens.com,0.759574443085649,21257,right
wbrc.com,0.657261177553656,21259,left
katv.com,0.661344801389652,21273,right
ebony.com,0.5555982120532379,21274,left
winknews.com,0.685403029406808,21336,right
austin360.com,0.689106568864864,21355,left
thenational.scot,0.64280305900301,21375,left
wnep.com,0.517449981400759,21377,right
wkyt.com,0.7452502446249731,21384,right
fox8live.com,0.676938427966589,21391,right
washingtoninstitute.org,0.771218258728216,21430,left
godlikeproductions.com,0.211583854664934,21454,right
examinerlive.co.uk,0.5780788885677359,21456,right
activistpost.com,0.107217489796571,21468,right
southcoasttoday.com,0.73020143502677,21484,left
postbulletin.com,0.8433743168037371,21499,right
myajc.com,0.7805678178354121,21521,left
ucsfhealth.org,0.801799739846941,21532,left
standard.net,0.853070959985303,21571,right
politicususa.com,0.35845073650398,21608,left
theoaklandpress.com,0.6946198412420881,21634,left
ydr.com,0.81633964127538,21672,right
sojo.net,0.772928670864846,21702,left
turnto10.com,0.6522071438710749,21705,left
dana-farber.org,0.6756080825355661,21707,left
houstonpublicmedia.org,0.507584808893198,21725,left
ocweekly.com,0.840277513870179,21760,left
nakedcapitalism.com,0.694056709921226,21813,left
sentencingproject.org,0.775429000335308,21818,left
tri-cityherald.com,0.9088419176901892,21841,left
theindychannel.com,0.6988689039413362,21842,left
queerty.com,0.6714651140698679,21895,left
texasobserver.org,0.65584232963686,21962,left
uticaod.com,0.843118832856585,21986,left
vancouverisawesome.com,0.5866832062765079,22008,left
acsh.org,0.7854788076462099,22030,left
windsorstar.com,0.7990299968669191,22059,left
cbsaustin.com,0.702815197775287,22117,left
fayobserver.com,0.8790153405414041,22121,left
oxygen.com,0.7578490327968102,22168,left
pressandjournal.co.uk,0.6698569094511171,22174,left
thevintagenews.com,0.641720322195277,22208,left
kmbc.com,0.5992000734033829,22229,right
kusi.com,0.911575837998327,22235,right
ibj.com,0.6911786479267429,22247,right
kvia.com,0.645891002852989,22297,left
somersetlive.co.uk,0.512062357819041,22312,left
newint.org,0.618407187882011,22329,left
mom.com,0.585418444597372,22353,left
differencebetween.net,0.910055955606308,22359,left
gazettelive.co.uk,0.512062357819041,22362,left
fox26houston.com,0.675352572723559,22415,right
courierpostonline.com,0.7805678178354121,22427,left
mercatus.org,0.817161655737761,22431,right
news4sanantonio.com,0.5099410767494339,22458,right
portlandmercury.com,0.604228793657369,22484,left
nicematin.com,0.5835939048234661,22498,left
independent.org,0.7774733790399151,22503,right
cryptopotato.com,0.647911798272986,22509,right
thewalrus.ca,0.6755871864595939,22511,left
hudson.org,0.646899124803908,22518,right
vanityfair.it,0.508685668403311,22545,left
deutschland.de,0.806425941923892,22548,left
colorlines.com,0.567853751530665,22552,left
pogo.org,0.8417320467727859,22563,left
espnfc.com,0.5535295011598149,22582,left
greatfallstribune.com,0.905571729093681,22589,left
idsociety.org,0.593455834033001,22608,left
mondoweiss.net,0.2788511509898631,22643,left
washingtonblade.com,0.831078669591246,22649,left
myrtlebeachonline.com,0.770146310034444,22650,right
iefimerida.gr,0.771218258728216,22697,left
thecentersquare.com,0.681517751778415,22716,right
avvenire.it,0.5623948084413211,22741,left
jihadwatch.org,0.23030350568835,22746,right
the-japan-news.com,0.7996498537806059,22759,left
etcanada.com,0.7022818461896441,22810,left
undark.org,0.871165064239559,22813,left
derbytelegraph.co.uk,0.655830966765023,22814,left
ae911truth.org,0.3054684737206229,22844,right
siliconvalley.com,0.7300157218580171,22881,left
agweb.com,0.871165064239559,22889,right
stokesentinel.co.uk,0.69594499000082,22890,left
the74million.org,0.512062357819041,22893,left
lanouvellerepublique.fr,0.705943368084803,22911,left
splinternews.com,0.4571155811982249,22922,left
nextbigfuture.com,0.853808233638737,22924,left
lacrossetribune.com,0.7227604318519292,22925,left
koco.com,0.816946216297037,22935,right
levif.be,0.510208036380988,22942,left
pressgazette.co.uk,0.695693033701054,22948,left
civileats.com,0.649059509496227,22959,left
poughkeepsiejournal.com,0.716629349292859,22972,left
alaskasnewssource.com,0.713547021491593,22975,left
manhattan-institute.org,0.474392839781068,22989,right
newsela.com,0.8465996959270251,23022,left
hillsdale.edu,0.427225519794495,23052,right
relevantmagazine.com,0.8943906899314101,23063,right
wlos.com,0.838318507593956,23092,left
ksby.com,0.609340999307784,23101,left
wonkette.com,0.354341913544307,23129,left
opposingviews.com,0.7284523670410571,23138,left
keloland.com,0.8109636751723969,23209,right
mercopress.com,0.5156296405429771,23215,left
timesofsandiego.com,0.8790153405414041,23247,left
rrstar.com,0.644390182697973,23282,left
wsfa.com,0.6957737099929849,23299,left
centralmaine.com,0.695693033701054,23319,left
abc6onyourside.com,0.6961125296866539,23328,left
mobilesyrup.com,0.55039980061737,23332,left
wdbj7.com,0.7163492417225279,23334,right
wacotrib.com,0.895026172110662,23341,right
leaderpost.com,0.7990299968669191,23350,left
kwtx.com,0.5709863123670861,23352,right
psypost.org,0.837419794076792,23357,left
bnd.com,0.8790153405414041,23368,left
aspentimes.com,0.7537682626353829,23376,left
13wham.com,0.768250992439629,23411,left
gpb.org,0.6565835774489379,23416,left
kktv.com,0.713547021491593,23422,right
columbiatribune.com,0.512062357819041,23428,left
thecourier.co.uk,0.64280305900301,23445,left
cornwalllive.com,0.517221850950033,23505,left
whas11.com,0.6959421303936272,23545,left
newscentermaine.com,0.826834198810173,23546,left
ky3.com,0.721400590316343,23548,right
metrowestdailynews.com,0.91841466496127,23599,left
lex18.com,0.609340999307784,23635,right
internazionale.it,0.704671942120245,23668,left
affaritaliani.it,0.450291233442136,23675,left
nj1015.com,0.84101232138613,23683,right
goupstate.com,0.506619353114729,23705,right
lowellsun.com,0.559234336331404,23740,left
shropshirestar.com,0.629958582225415,23757,left
irrawaddy.com,0.842682066024823,23807,left
fox11online.com,0.725174552045605,23808,right
blockclubchicago.org,0.598909713642671,23811,left
reneweconomy.com.au,0.708311361394255,23816,left
wltx.com,0.699676702091565,23831,left
kevinmd.com,0.562398059016523,23841,left
thestar.co.uk,0.8272855595439019,23883,left
cbs17.com,0.623381208979617,23915,left
realclimate.org,0.909650346870873,23936,left
berkshireeagle.com,0.81633964127538,23937,left
pasadenastarnews.com,0.685403029406808,23942,left
arktimes.com,0.8045597685231779,23958,left
dailygazette.com,0.8705867860609999,23964,left
pamplinmedia.com,0.8416665441500201,24001,left
tcf.org,0.775429000335308,24003,left
israelhayom.com,0.6825522585512871,24015,right
wset.com,0.655830966765023,24027,right
unherd.com,0.6616130772260971,24034,right
wsbt.com,0.759924121431188,24045,right
covid19criticalcare.com,0.329322985839621,24087,right
bellinghamherald.com,0.81633964127538,24114,left
journalgazette.net,0.8705867860609999,24135,right
foodandwaterwatch.org,0.5138346853429641,24196,left
wmcactionnews5.com,0.5615179927380589,24214,left
healthcarefinancenews.com,0.905833875771101,24233,left
journaltimes.com,0.515748363380812,24241,left
canadafreepress.com,0.164843497274426,24252,right
atlantico.fr,0.393423809531263,24277,left
montereyherald.com,0.67598447452716,24309,left
jordantimes.com,0.8645768933866759,24335,left
everydayfeminism.com,0.493709374980255,24340,left
mol.im,0.672594478833833,24345,right
geneticliteracyproject.org,0.8895223457172571,24350,left
castanet.net,0.9155032998335358,24360,left
crosscut.com,0.824123002582032,24393,left
nationalobserver.com,0.816946216297037,24444,left
egypttoday.com,0.655608579753031,24474,left
heute.at,0.725023615351311,24482,right
catholicherald.co.uk,0.501996362820317,24501,right
courierpress.com,0.695693033701054,24527,right
ilfoglio.it,0.8689652300734599,24604,left
live5news.com,0.683117340614217,24610,left
tatler.com,0.6835029842785749,24663,left
nursingtimes.net,0.593345486105854,24667,left
gmfus.org,0.7511901076125491,24723,left
sciencetimes.com,0.3773907538489021,24728,left
whale.to,0.769444545345116,24740,right
salisburypost.com,0.8057851364818621,24837,right
marianne.net,0.580166892702651,24870,left
kake.com,0.655066451292426,24901,right
sunlightfoundation.com,0.7996498537806059,24907,left
kltv.com,0.517221850950033,24941,right
crainscleveland.com,0.6794122449129739,24965,left
observer-reporter.com,0.65898792778267,25027,left
cleveland19.com,0.6892740906382849,25042,left
madamenoire.com,0.6498070696897529,25085,left
policeone.com,0.649031650065076,25117,right
communityimpact.com,0.7236001915441709,25140,right
greenwichtime.com,0.6887650449470178,25145,right
wlky.com,0.70671685535604,25182,left
durangoherald.com,0.7982668975972199,25197,left
ips-dc.org,0.5128976128938211,25206,left
therealnews.com,0.580992218469679,25275,left
helenair.com,0.85526214870134,25278,left
bipartisanpolicy.org,0.833642692964758,25298,left
wgme.com,0.6561311948033549,25317,left
wkbn.com,0.6767721229381078,25329,left
kold.com,0.789098903011529,25357,left
immunize.org,0.679112429379116,25366,left
ecuavisa.com,0.7725932201939921,25405,left
abcnews4.com,0.709653394668566,25415,left
wect.com,0.7491769479935301,25416,left
wspa.com,0.552649667527312,25465,left
almanar.com.lb,0.482635749254902,25483,left
alaskapublic.org,0.654560634148503,25519,left
healthimpactnews.com,0.167730193867531,25558,right
autostraddle.com,0.728945825304848,25560,left
sevendaysvt.com,0.598909713642671,25569,left
wcfcourier.com,0.862593237827736,25619,left
thebaffler.com,0.7918419600299641,25622,left
wfmynews2.com,0.8790153405414041,25623,right
rightwingwatch.org,0.4966089886179289,25628,left
cei.org,0.240975777627046,25632,right
unionesarda.it,0.7378283989994201,25677,left
retractionwatch.com,0.861601738612092,25700,left
worldpoliticsreview.com,0.842135338681207,25733,left
wvmetronews.com,0.5327021376076061,25781,left
cbs58.com,0.6355565887138189,25824,left
fox43.com,0.5992000734033829,25830,right
dailybulletin.com,0.895365282771537,25831,left
conservativebrief.com,0.6506624723358649,25884,right
journaldequebec.com,0.639995325372049,25903,left
societyforscience.org,0.909650346870873,25913,left
ledger-enquirer.com,0.67070667648592,25930,left
caller.com,0.816946216297037,25933,left
gloucestershirelive.co.uk,0.692391064855794,25934,left
fredericknewspost.com,0.602368649173253,25943,left
desmogblog.com,0.5678237590419329,25984,left
thieme.de,0.379771101747389,25996,left
debka.com,0.287943335410797,26039,right
fnlondon.com,0.607619071681453,26059,left
mexiconewsdaily.com,0.7912300280333041,26100,left
theadvertiser.com,0.768853057630876,26204,right
edmontonsun.com,0.8383660089265749,26245,right
columbiamissourian.com,0.6663356277880219,26260,left
kvoa.com,0.6741430273697869,26314,left
phillytrib.com,0.804641278753947,26354,left
islandpacket.com,0.655066451292426,26371,right
eagletribune.com,0.934656389724824,26391,left
13abc.com,0.7628696498294059,26414,right
okcfox.com,0.799575239607355,26470,left
oxfordmail.co.uk,0.685403029406808,26492,left
wabe.org,0.6983108201992491,26513,left
foxbaltimore.com,0.5702923634705,26527,right
patriotledger.com,0.683117340614217,26538,left
usaspending.gov,0.964973906244947,26539,left
nbc29.com,0.645959515804345,26547,left
coasttocoastam.com,0.198124602372848,26573,right
wmar2news.com,0.7569468468184499,26584,left
marinecorpstimes.com,0.57152549470152,26625,right
fox61.com,0.657261177553656,26709,left
nwaonline.com,0.773636863405744,26763,right
shreveporttimes.com,0.925960447501987,26767,right
ctmirror.org,0.775429000335308,26812,left
nbc15.com,0.700919224385714,26868,left
dailyecho.co.uk,0.6550452909513,26874,left
wgnradio.com,0.564616923333448,26907,left
glasgowlive.co.uk,0.6096500562769029,26924,left
remezcla.com,0.676070270154082,26929,left
mynews13.com,0.594595975293141,26953,right
bournemouthecho.co.uk,0.8037038753996509,26961,left
khq.com,0.7579453983898009,26966,left
wowt.com,0.926860613409734,26974,right
climateactiontracker.org,0.970824619355302,26978,left
kcur.org,0.6946198412420881,27030,left
redding.com,0.598909713642671,27037,left
resilience.org,0.440617250267606,27062,left
gazettenet.com,0.7814402834323421,27083,left
heraldmailmedia.com,0.598909713642671,27091,right
whatreallyhappened.com,0.116978705059208,27124,right
truthorfiction.com,0.950775844278038,27176,left
wqad.com,0.506802426448936,27183,left
juancole.com,0.687109843309846,27295,left
azdailysun.com,0.7720838934532601,27349,left
mailtribune.com,0.7167682795085659,27359,left
helsinkitimes.fi,0.841321722825666,27401,left
newschannel9.com,0.636197307148906,27402,right
usafacts.org,0.910055955606308,27410,left
ammoland.com,0.625927618839994,27424,right
commoncause.org,0.8433743168037371,27436,left
thefreethoughtproject.com,0.269746385034388,27453,left
telesurenglish.net,0.401310838304637,27525,left
wane.com,0.6522154960591489,27543,right
disclose.tv,0.108523007938914,27557,left
wlox.com,0.6734107989332769,27575,right
lupus.org,0.5954449753792671,27576,left
fox23.com,0.733444805692733,27612,right
vegnews.com,0.721947149096586,27703,left
climaterealityproject.org,0.6892891630184339,27728,left
bozemandailychronicle.com,0.8772916053003509,27742,left
wwmt.com,0.824393920708326,27763,left
chieftain.com,0.595612951025109,27779,left
kut.org,0.510208036380988,27796,left
wolfstreet.com,0.283350380834616,27802,right
lanazione.it,0.6096500562769029,27821,left
thestarphoenix.com,0.7990299968669191,27822,left
herald-dispatch.com,0.905833875771101,27824,left
pedestrian.tv,0.6732546013137559,27837,left
calgarysun.com,0.629124484376329,27898,left
fox13memphis.com,0.584152544761327,27933,left
wbrz.com,0.680434697850024,27951,right
tomdispatch.com,0.7707375741873421,27959,left
brandonsun.com,0.842126916421734,27979,left
kristv.com,0.641552220634921,27996,right
newsminer.com,0.5535295011598149,28003,left
nationalfile.com,0.118408072913053,28018,right
thecollegefix.com,0.5916633298939411,28101,right
ipolitics.ca,0.7876231724750121,28150,left
filmsforaction.org,0.550615075962297,28180,left
humansarefree.com,0.0572211982440859,28187,right
foxcarolina.com,0.734086944548371,28204,right
whatfinger.com,0.455207962888416,28242,right
morningstaronline.co.uk,0.5666136476305711,28257,left
mediabiasfactcheck.com,0.656444632870687,28271,left
wsaz.com,0.8790153405414041,28362,left
meforum.org,0.200657482540789,28431,right
krem.com,0.6892740906382849,28443,left
sgvtribune.com,0.64280305900301,28490,left
gaystarnews.com,0.660038258611462,28516,left
armstrongeconomics.com,0.6250817929724689,28538,right
idahopress.com,0.8891189224240559,28566,left
thelondoneconomic.com,0.491100305564359,28591,left
kwch.com,0.641552220634921,28599,right
wicz.com,0.8554680963947131,28644,left
longwarjournal.org,0.84329642842466,28712,right
bossip.com,0.289780641543745,28726,left
portsmouth.co.uk,0.7183533128854319,28746,left
indiancountrytoday.com,0.6427345460516539,28768,left
wctv.tv,0.713547021491593,28777,left
chinadigitaltimes.net,0.7536410116163671,28789,left
gunviolencearchive.org,0.7996498537806059,28834,left
civilbeat.org,0.804965428527866,28848,left
frc.org,0.199250892452131,28903,right
conservapedia.com,0.4126203738258029,28906,right
delmarvanow.com,0.645891002852989,28942,left
officer.com,0.7343769080111701,29088,right
mtonews.com,0.687875027502036,29121,left
keyt.com,0.666432192895749,29136,left
pharmaceutical-journal.com,0.6649888692411351,29137,left
ocala.com,0.705679138443688,29139,right
getsurrey.co.uk,0.820206580314287,29178,left
countercurrents.org,0.466523855365269,29220,left
fosters.com,0.8705867860609999,29273,left
legalinsurrection.com,0.7122254445441041,29311,right
historyofvaccines.org,0.619858391185572,29400,left
kitsapsun.com,0.6959255947841221,29433,left
newsherald.com,0.6959421303936272,29505,right
outkick.com,0.48284249765361,29510,right
augustachronicle.com,0.5967552765616829,29565,left
yakimaherald.com,0.7235032026038609,29620,left
politicshome.com,0.7202301628652591,29715,left
theeconomiccollapseblog.com,0.268504042750581,29743,right
bringmethenews.com,0.950669426837722,29786,left
towleroad.com,0.6431461058751999,29808,left
washingtonsblog.com,0.2434856984717869,29812,left
wsav.com,0.5709863123670861,29850,left
postcrescent.com,0.683117340614217,29856,left
guns.com,0.8416665441500201,29863,right
gwinnettdailypost.com,0.5022169825499481,29889,left
eadt.co.uk,0.516183984046244,29890,left
koat.com,0.5782806901979449,29899,left
nbcmontana.com,0.57194619974825,29900,left
theconservativetreehouse.com,0.135066562651449,29914,right
nknews.org,0.871165064239559,29939,left
